,Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,response Rate
7768,SK67821,Oregon,4932.916345,Basic,Bachelor,Employed,F,37260,Rural,Married,62,19.0,42,0.0,8,Corporate Auto,Corporate L1,Offer3,Web,15.437681,Four-Door Car,Medsize,0
7769,VI66860,Nevada,3554.845264,Extended,Master,Employed,F,58557,Rural,Married,88,4.0,83,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,55.510526,Four-Door Car,Large,1
7770,AG85615,Oregon,24143.87556,Extended,College,Unemployed,M,0,Suburban,Single,87,9.0,75,0.0,2,Special Auto,Special L1,Offer1,Web,626.4,Four-Door Car,Medsize,0
7771,FU17577,Oregon,3788.814643,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,27.0,89,0.0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,Four-Door Car,Medsize,0
7772,ZO89996,Oregon,2616.613903,Basic,College,Employed,M,72302,Suburban,Divorced,66,6.0,27,0.0,1,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize,1
7773,IN18876,Arizona,8123.023295,Extended,Bachelor,Unemployed,F,0,Suburban,Single,78,15.149070740488469,47,0.384256105867471,2,Special Auto,Special L1,Offer3,Web,561.6,Four-Door Car,Small,0
7774,BS53322,California,14196.96535,Basic,High School or Below,Employed,F,77738,Urban,Married,118,18.0,47,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,463.457352,SUV,Small,0
7775,VU99589,Arizona,34611.37896,Basic,High School or Below,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Agent,523.2,Sports Car,Medsize,1
7776,CW77053,Oregon,4476.81416,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,62,22.0,46,0.0,3,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Medsize,0
7777,QN62538,Nevada,4803.935174,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,15.149070740488469,25,0.384256105867471,7,Corporate Auto,Corporate L2,Offer1,Call Center,496.8,Four-Door Car,Small,0
7778,OG69038,Washington,6220.765007,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,5.0,63,2.0,2,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Four-Door Car,Large,0
7779,DO83789,Arizona,5206.028448,Basic,College,Employed,F,71661,Suburban,Married,65,7.0,92,0.0,4,Personal Auto,Personal L3,Offer4,Branch,312.0,Four-Door Car,Small,0
7780,RI40862,Nevada,5573.10605,Basic,College,Employed,M,85704,Urban,Married,69,21.0,84,0.0,7,Personal Auto,Personal L3,Offer1,Agent,325.395532,Four-Door Car,Small,0
7781,WW63253,California,7645.861827,Basic,Bachelor,Unemployed,M,0,Suburban,Married,106,18.0,65,0.0,7,Corporate Auto,Corporate L2,Offer1,Call Center,529.881344,SUV,Medsize,0
7782,OE15600,California,2544.969754,Basic,College,Employed,M,91169,Rural,Single,65,5.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,139.745936,Two-Door Car,Medsize,0
7783,RV15398,Oregon,27580.55396,Extended,College,Unemployed,M,0,Suburban,Divorced,87,16.0,41,1.0,2,Personal Auto,Personal L3,Offer1,Agent,417.6,Four-Door Car,Large,0
7784,No73257,Nevada,2941.828805,Basic,Bachelor,Employed,F,64431,Rural,Divorced,74,19.0,49,0.0,1,Personal Auto,Personal L2,Offer2,Branch,48.181699,Four-Door Car,Medsize,0
7785,WA70405,Nevada,8306.550901,Basic,College,Employed,M,89834,Suburban,Single,105,17.0,14,0.0,3,Personal Auto,Personal L3,Offer3,Agent,504.0,SUV,Medsize,0
7786,VK57280,California,4727.354548,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,23.0,7,0.0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize,1
7787,VO43359,California,2404.380963,Basic,High School or Below,Employed,M,62488,Urban,Married,62,35.0,47,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,200.689331,Four-Door Car,Medsize,0
7788,QK23524,Oregon,5149.301306,Extended,Bachelor,Employed,F,26877,Suburban,Married,131,5.0,2,0.0,1,Personal Auto,Personal L2,Offer4,Agent,628.8,SUV,Small,0
7789,MO82744,California,5656.203464,Basic,Bachelor,Employed,F,45586,Urban,Divorced,72,17.0,20,0.0,4,Personal Auto,Personal L2,Offer1,Branch,203.42306,Four-Door Car,Medsize,0
7790,LY46898,California,5558.304507,Basic,High School or Below,Employed,M,37473,Suburban,Married,70,0.0,92,0.0,3,Corporate Auto,Corporate L1,Offer1,Branch,336.0,Four-Door Car,Medsize,0
7791,DZ81394,Oregon,8708.018769,Basic,High School or Below,Unemployed,F,0,Suburban,Single,118,20.0,19,0.0,3,Personal Auto,Personal L3,Offer1,Agent,1380.107186,SUV,Medsize,0
7792,BG55927,California,12206.89208,Premium,College,Disabled,F,17705,Suburban,Married,108,7.0,19,1.0,2,Personal Auto,Personal L3,Offer2,Agent,668.73901,Two-Door Car,Medsize,0
7793,ZT60177,California,3802.994357,Basic,High School or Below,Unemployed,F,0,Suburban,Single,108,4.0,29,0.0,1,Personal Auto,Personal L3,Offer1,Web,932.654942,Sports Car,Medsize,0
7794,OM70085,California,8586.528213,Extended,Bachelor,Unemployed,F,0,Suburban,Single,83,29.0,13,0.0,2,Personal Auto,Personal L2,Offer2,Agent,483.577807,Four-Door Car,Medsize,1
7795,KD16729,Nevada,6645.928117,Extended,College,Employed,M,21144,Urban,Married,86,6.0,98,0.0,8,Personal Auto,Personal L2,Offer1,Branch,391.446775,Two-Door Car,Medsize,0
7796,PK26805,California,2810.957053,Basic,High School or Below,Employed,M,20371,Suburban,Married,71,19.0,14,1.0,1,Personal Auto,Personal L2,Offer4,Call Center,340.8,Four-Door Car,Medsize,1
7797,NA21420,Oregon,5278.201394,Basic,Bachelor,Employed,F,62074,Rural,Divorced,67,24.0,22,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,49.435556,Four-Door Car,Medsize,0
7798,YI73667,Nevada,5340.810309,Basic,College,Unemployed,F,0,Suburban,Married,72,1.0,73,0.0,6,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Medsize,0
7799,GO75708,Arizona,6054.488387,Extended,Master,Disabled,F,17200,Rural,Married,83,15.149070740488469,62,0.384256105867471,8,Personal Auto,Personal L2,Offer1,Branch,48.780064,Four-Door Car,Medsize,0
7800,EG81847,California,14255.23041,Extended,High School or Below,Employed,F,31027,Suburban,Single,124,30.0,66,1.0,2,Personal Auto,Personal L1,Offer1,Call Center,597.578875,SUV,Medsize,0
7801,KD93234,Oregon,5502.726803,Basic,High School or Below,Unemployed,F,0,Suburban,Married,72,33.0,39,0.0,7,Corporate Auto,Corporate L3,Offer4,Agent,345.6,Four-Door Car,Small,0
7802,DN77617,California,5907.078117,Basic,College,Employed,F,47306,Rural,Married,74,8.0,18,0.0,3,Corporate Auto,Corporate L2,Offer4,Branch,97.723235,Four-Door Car,Medsize,0
7803,JV97593,California,6674.455913,Extended,Bachelor,Employed,F,92653,Suburban,Married,83,15.0,80,1.0,6,Personal Auto,Personal L2,Offer1,Agent,456.519419,Four-Door Car,Medsize,0
7804,YQ16427,California,2415.83485,Basic,High School or Below,Unemployed,F,0,Suburban,Married,64,26.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Web,360.217299,Four-Door Car,Large,0
7805,IV55977,Oregon,2693.75925,Basic,Bachelor,Unemployed,M,0,Suburban,Married,73,35.0,87,1.0,1,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Small,0
7806,FP65563,Washington,15253.26436,Basic,High School or Below,Employed,M,51937,Urban,Married,193,5.0,40,0.0,9,Personal Auto,Personal L3,Offer4,Web,850.389259,Luxury Car,Small,0
7807,UC88305,Arizona,2665.447079,Basic,College,Employed,F,52266,Rural,Single,68,14.0,98,0.0,1,Corporate Auto,Corporate L1,Offer1,Call Center,141.922839,Two-Door Car,Medsize,0
7808,WL46620,Nevada,7724.678387,Basic,Bachelor,Employed,M,29056,Suburban,Married,66,19.0,2,0.0,2,Personal Auto,Personal L3,Offer2,Branch,355.531267,Two-Door Car,Medsize,0
7809,ZG90341,Oregon,9156.272726,Premium,Bachelor,Employed,M,61200,Suburban,Single,118,20.0,74,0.0,4,Personal Auto,Personal L2,Offer1,Branch,566.4,Four-Door Car,Medsize,0
7810,RY10920,Oregon,4330.38602,Premium,College,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,1
7811,FY82691,California,6245.575806,Extended,College,Employed,F,39608,Rural,Married,78,14.0,15,1.0,7,Corporate Auto,Corporate L3,Offer2,Agent,22.961216,Four-Door Car,Medsize,0
7812,EY89842,Arizona,4216.19522,Basic,Bachelor,Unemployed,M,0,Suburban,Single,114,3.0,70,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,820.8,SUV,Medsize,0
7813,HX53470,California,4711.845199,Extended,College,Unemployed,F,0,Suburban,Single,129,15.0,73,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,1178.950186,SUV,Medsize,0
7814,RE29039,California,7568.85152,Basic,High School or Below,Medical Leave,F,27558,Suburban,Married,65,18.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,0
7815,QA93530,Nevada,5757.489397,Basic,College,Employed,F,81491,Rural,Divorced,72,21.0,24,0.0,3,Personal Auto,Personal L1,Offer3,Agent,61.715527,Four-Door Car,Medsize,0
7816,VR18539,Washington,8311.854644,Basic,College,Employed,M,44843,Urban,Single,105,14.0,34,0.0,3,Personal Auto,Personal L2,Offer1,Branch,391.419263,SUV,Medsize,0
7817,SC78905,Oregon,2237.347771,Basic,College,Unemployed,F,0,Suburban,Married,61,19.0,44,0.0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Medsize,0
7818,HJ19927,Nevada,5297.625945,Basic,Master,Medical Leave,M,14775,Rural,Married,69,11.0,44,0.0,5,Personal Auto,Personal L3,Offer3,Agent,170.939409,Four-Door Car,Medsize,0
7819,SS59521,Oregon,4770.256564,Basic,College,Unemployed,F,0,Suburban,Married,68,2.0,28,1.0,4,Personal Auto,Personal L3,Offer3,Agent,326.4,Two-Door Car,Medsize,0
7820,UM27359,Arizona,7524.88292,Basic,Bachelor,Employed,M,49530,Urban,Married,63,8.0,64,0.0,2,Personal Auto,Personal L1,Offer2,Web,278.24204,Four-Door Car,Medsize,0
7821,QY70905,Arizona,2668.662697,Basic,College,Employed,M,30718,Suburban,Married,67,26.0,49,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,0
7822,BH61137,Arizona,8173.50314,Basic,Bachelor,Employed,F,68144,Suburban,Married,70,29.0,98,4.0,2,Personal Auto,Personal L1,Offer1,Web,336.0,Four-Door Car,Large,0
7823,RX25695,Arizona,22721.24078,Extended,Bachelor,Employed,M,26900,Suburban,Married,97,7.0,21,1.0,2,Personal Auto,Personal L3,Offer4,Call Center,465.6,Four-Door Car,Medsize,0
7824,SA54664,Washington,2654.380994,Basic,Master,Employed,M,73196,Rural,Married,66,0.0,93,1.0,1,Personal Auto,Personal L2,Offer2,Web,85.809817,Four-Door Car,Large,0
7825,YB70005,Oregon,9767.936882,Extended,College,Employed,M,36225,Rural,Married,123,7.0,84,0.0,8,Special Auto,Special L2,Offer1,Branch,221.048602,SUV,Large,0
7826,CO44221,California,2929.916512,Basic,College,Employed,M,98473,Suburban,Married,72,19.0,69,0.0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize,0
7827,IK66117,California,4969.35768,Basic,High School or Below,Medical Leave,M,21827,Suburban,Married,67,18.0,53,0.0,8,Special Auto,Special L2,Offer2,Branch,321.6,Four-Door Car,Medsize,0
7828,NB27041,Arizona,9035.671134,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L3,Offer2,Web,542.4,Four-Door Car,Large,1
7829,AW27717,California,20531.64534,Extended,High School or Below,Disabled,F,12503,Rural,Single,92,4.0,31,0.0,2,Personal Auto,Personal L3,Offer1,Branch,120.69808,Four-Door Car,Medsize,0
7830,MJ14480,Arizona,5599.382893,Basic,High School or Below,Employed,F,35012,Suburban,Single,72,0.0,50,0.0,6,Personal Auto,Personal L3,Offer2,Agent,345.6,Four-Door Car,Medsize,0
7831,JB47784,Oregon,5534.821886,Basic,Doctor,Employed,F,81945,Rural,Single,68,19.0,45,0.0,9,Personal Auto,Personal L1,Offer1,Call Center,47.451832,Four-Door Car,Small,0
7832,NU64028,Nevada,12265.60041,Basic,Bachelor,Employed,M,35693,Suburban,Divorced,103,8.0,63,0.0,2,Personal Auto,Personal L1,Offer1,Branch,494.4,Four-Door Car,Medsize,0
7833,VG16827,California,4626.801093,Basic,Master,Employed,F,79487,Suburban,Divorced,114,20.0,87,0.0,1,Personal Auto,Personal L2,Offer2,Branch,547.2,SUV,Medsize,1
7834,JQ95021,California,3386.186515,Extended,College,Employed,M,67249,Rural,Divorced,86,25.0,4,0.0,1,Special Auto,Special L1,Offer3,Web,33.894695,Four-Door Car,Medsize,0
7835,YS94121,Nevada,5645.396665,Basic,High School or Below,Employed,M,50366,Suburban,Divorced,72,9.0,5,0.0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small,0
7836,CQ21583,Oregon,21274.34205,Extended,Doctor,Medical Leave,M,17932,Suburban,Married,79,8.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,379.2,Four-Door Car,Medsize,0
7837,LB83807,Oregon,8343.412804,Premium,Bachelor,Employed,M,63354,Suburban,Single,106,16.0,39,0.0,9,Personal Auto,Personal L3,Offer1,Agent,508.8,Two-Door Car,Large,0
7838,OH23652,Oregon,4693.751128,Extended,Bachelor,Medical Leave,F,26607,Suburban,Married,122,3.0,73,0.0,1,Personal Auto,Personal L2,Offer1,Agent,585.6,SUV,Medsize,0
7839,KD63903,Arizona,8586.662939,Basic,College,Unemployed,M,0,Suburban,Married,118,6.0,32,0.0,5,Personal Auto,Personal L1,Offer3,Call Center,566.4,SUV,Medsize,0
7840,PN53766,California,5450.394878,Basic,Doctor,Employed,M,43091,Urban,Married,69,2.0,36,1.0,6,Corporate Auto,Corporate L3,Offer1,Branch,330.138332,Four-Door Car,Medsize,0
7841,GZ79662,Arizona,5484.588155,Basic,High School or Below,Employed,M,47611,Suburban,Married,69,15.149070740488469,65,0.384256105867471,4,Corporate Auto,Corporate L3,Offer2,Call Center,593.654484,Four-Door Car,Medsize,0
7842,SN41301,Oregon,6535.560574,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,14.0,62,0.0,2,Corporate Auto,Corporate L2,Offer3,Branch,468.0,Four-Door Car,Medsize,0
7843,SS34897,California,2541.523959,Basic,Bachelor,Employed,M,63546,Rural,Married,64,1.0,53,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,131.813652,Four-Door Car,Medsize,0
7844,OM70085,Oregon,8586.528213,Extended,Bachelor,Unemployed,F,0,Suburban,Single,83,29.0,13,0.0,2,Personal Auto,Personal L2,Offer2,Agent,483.577807,Four-Door Car,Medsize,0
7845,DL11519,Oregon,6875.606133,Basic,College,Unemployed,M,0,Suburban,Single,104,24.0,49,0.0,6,Special Auto,Special L2,Offer1,Branch,748.8,SUV,Medsize,0
7846,XI62151,Oregon,13297.63587,Basic,College,Employed,M,88430,Suburban,Married,66,7.0,17,1.0,2,Personal Auto,Personal L1,Offer1,Agent,316.8,Four-Door Car,Medsize,0
7847,FV33188,Washington,2453.570794,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,69,3.0,92,0.0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,1
7848,UI62725,Oregon,5520.476175,Basic,Bachelor,Employed,M,94676,Suburban,Divorced,69,27.0,14,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,331.2,Four-Door Car,Medsize,0
7849,SN49269,Oregon,7812.889738,Basic,High School or Below,Employed,M,72353,Suburban,Divorced,66,27.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,Small,0
7850,FM10372,California,3816.408655,Extended,College,Employed,F,82414,Rural,Divorced,95,10.0,85,0.0,1,Personal Auto,Personal L3,Offer4,Branch,30.423443,Four-Door Car,Large,0
7851,KB15252,Arizona,8709.321889,Extended,College,Unemployed,F,0,Suburban,Married,77,29.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,509.100577,Two-Door Car,Medsize,0
7852,VN92740,Arizona,2771.045031,Basic,College,Employed,F,50071,Rural,Single,71,3.0,32,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,18.918935,Two-Door Car,Medsize,1
7853,DL34364,California,2914.09461,Extended,High School or Below,Disabled,M,28523,Suburban,Married,77,15.0,12,0.0,1,Corporate Auto,Corporate L1,Offer3,Agent,369.6,Four-Door Car,Large,0
7854,SR74929,Oregon,9460.17545,Extended,High School or Below,Unemployed,F,0,Suburban,Single,133,15.149070740488469,32,0.384256105867471,6,Personal Auto,Personal L1,Offer1,Call Center,1443.455106,SUV,Medsize,0
7855,KR25511,Washington,6005.214792,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17.0,72,0.0,8,Corporate Auto,Corporate L2,Offer1,Agent,364.8,Four-Door Car,Medsize,1
7856,QO54008,Oregon,13419.39623,Extended,Master,Unemployed,M,0,Suburban,Divorced,122,15.0,11,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,827.786203,SUV,Small,0
7857,JD81426,Arizona,3459.037949,Extended,High School or Below,Employed,M,97162,Rural,Married,86,0.0,63,0.0,1,Personal Auto,Personal L1,Offer3,Web,32.715179,Four-Door Car,Medsize,0
7858,VA91846,Arizona,5577.54128,Basic,College,Employed,M,97868,Urban,Married,70,5.0,22,1.0,3,Special Auto,Special L2,Offer3,Branch,267.786573,Two-Door Car,Large,0
7859,AN57220,Oregon,17263.64048,Basic,Bachelor,Employed,F,96917,Rural,Married,61,24.0,2,0.0,2,Special Auto,Special L3,Offer4,Web,71.942176,Four-Door Car,Medsize,0
7860,DQ54144,Arizona,8841.77038,Basic,High School or Below,Unemployed,F,0,Suburban,Married,118,12.0,45,0.0,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small,0
7861,WN53966,California,3693.440833,Extended,Master,Employed,M,85871,Rural,Married,92,4.0,25,1.0,1,Personal Auto,Personal L3,Offer4,Call Center,112.633539,Four-Door Car,Medsize,0
7862,GA86186,California,3230.576665,Extended,College,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Special Auto,Special L3,Offer2,Call Center,207.75186,Four-Door Car,Medsize,1
7863,DG46291,Nevada,9500.08167,Premium,High School or Below,Employed,F,96276,Urban,Married,117,33.0,81,0.0,6,Personal Auto,Personal L1,Offer1,Call Center,553.50361,Four-Door Car,Medsize,0
7864,VC11777,California,5187.653993,Basic,High School or Below,Employed,F,80521,Suburban,Single,65,20.0,43,2.0,9,Personal Auto,Personal L1,Offer1,Branch,342.913243,Four-Door Car,Small,0
7865,TZ51184,Arizona,9778.984109,Extended,College,Unemployed,M,0,Suburban,Single,137,7.0,15,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,986.4,SUV,Medsize,0
7866,ZD75163,Nevada,9295.41115,Premium,High School or Below,Unemployed,M,0,Suburban,Single,261,33.0,44,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,2759.794354,Luxury Car,Medsize,0
7867,WZ53904,Arizona,2659.980563,Basic,Bachelor,Employed,M,21297,Rural,Single,71,26.0,56,0.0,1,Personal Auto,Personal L3,Offer2,Agent,45.507952,Four-Door Car,Medsize,0
7868,AN80983,Oregon,5218.343293,Basic,College,Employed,M,85721,Suburban,Married,65,12.0,45,0.0,5,Corporate Auto,Corporate L2,Offer4,Web,312.0,Four-Door Car,Medsize,0
7869,TU77462,Oregon,7469.557777,Extended,College,Employed,M,48088,Rural,Married,94,25.0,73,0.0,4,Personal Auto,Personal L2,Offer1,Web,134.828318,Two-Door Car,Medsize,0
7870,WT38706,Oregon,14635.45158,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,1
7871,AW84946,Arizona,4479.59882,Basic,Bachelor,Employed,M,36349,Urban,Married,117,13.0,49,3.0,1,Personal Auto,Personal L2,Offer1,Agent,326.787526,SUV,Medsize,0
7872,KH48996,Arizona,11900.54484,Basic,Bachelor,Employed,F,97205,Rural,Divorced,100,22.0,40,2.0,2,Personal Auto,Personal L2,Offer3,Branch,5.573179,Sports Car,Small,0
7873,UN77671,California,7330.190221,Extended,College,Employed,F,26906,Rural,Married,92,17.0,12,0.0,3,Personal Auto,Personal L3,Offer3,Branch,106.528651,Two-Door Car,Medsize,0
7874,ZU83252,California,8703.727127,Basic,Master,Employed,F,61897,Rural,Married,72,7.0,79,0.0,2,Personal Auto,Personal L3,Offer3,Web,3.406136,Four-Door Car,Medsize,1
7875,DI82448,California,4700.421406,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,2.0,33,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,504.0,Four-Door Car,Medsize,0
7876,ER65086,Nevada,6131.663176,Extended,Doctor,Employed,M,90778,Rural,Married,76,31.0,29,0.0,7,Personal Auto,Personal L3,Offer3,Branch,62.291009,Four-Door Car,Medsize,0
7877,KK30016,Nevada,5532.629846,Basic,Master,Employed,M,27722,Suburban,Divorced,69,3.0,29,0.0,9,Personal Auto,Personal L3,Offer3,Call Center,331.2,Four-Door Car,Medsize,0
7878,KE41602,Arizona,7588.35586,Extended,High School or Below,Employed,M,76516,Suburban,Married,95,13.0,15,0.0,9,Personal Auto,Personal L1,Offer2,Branch,661.008979,Two-Door Car,Medsize,0
7879,NX31380,Arizona,7094.167717,Extended,Bachelor,Employed,F,23032,Suburban,Married,89,30.0,22,0.0,7,Corporate Auto,Corporate L1,Offer1,Branch,427.2,Four-Door Car,Medsize,0
7880,SB18278,Oregon,4644.700497,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,64,23.0,71,0.0,6,Corporate Auto,Corporate L1,Offer3,Branch,307.2,Four-Door Car,Small,0
7881,VK69632,California,2912.913958,Basic,Bachelor,Employed,F,68899,Rural,Single,74,6.0,60,0.0,1,Personal Auto,Personal L3,Offer2,Branch,66.103422,Two-Door Car,Medsize,0
7882,TX13297,California,2396.219292,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large,1
7883,KN21017,Nevada,3208.225911,Extended,High School or Below,Employed,M,52367,Urban,Married,81,25.0,64,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,275.989978,Four-Door Car,Medsize,0
7884,SC70396,Oregon,3498.773857,Extended,Bachelor,Employed,M,58484,Rural,Divorced,88,15.0,65,1.0,1,Personal Auto,Personal L1,Offer1,Web,43.542559,Two-Door Car,Medsize,0
7885,MG10140,Oregon,3746.751625,Extended,College,Employed,F,41479,Rural,Married,94,14.0,38,1.0,1,Personal Auto,Personal L1,Offer2,Call Center,19.575683,Two-Door Car,Large,1
7886,EZ70589,Washington,7462.926263,Extended,College,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L1,Offer2,Call Center,7.345946,Two-Door Car,Small,1
